3.8434 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
125.0625 	EXP 	grating: autoDraw = True
125.3622 	EXP 	grating: autoDraw = False
125.5185 	EXP 	New trial (rep=62, index=0): None
125.5210 	DATA 	Keypress: up
125.5291 	EXP 	fixation: autoDraw = False
125.5291 	EXP 	grating: autoDraw = False
125.5291 	EXP 	grating: ori = 1.0
125.5291 	EXP 	fixation: autoDraw = True
126.5288 	EXP 	fixation: autoDraw = False
126.5288 	EXP 	grating: autoDraw = True
126.8285 	EXP 	grating: autoDraw = False
127.0707 	EXP 	New trial (rep=63, index=0): None
127.0746 	DATA 	Keypress: up
127.0788 	EXP 	fixation: autoDraw = False
127.0788 	EXP 	grating: autoDraw = False
127.0788 	EXP 	grating: ori = 1.0
127.0788 	EXP 	fixation: autoDraw = True
128.0786 	EXP 	fixation: autoDraw = False
128.0786 	EXP 	grating: autoDraw = True
128.3781 	EXP 	grating: autoDraw = False
128.5200 	EXP 	New trial (rep=64, index=0): None
128.5231 	DATA 	Keypress: up
128.5281 	EXP 	fixation: autoDraw = False
128.5281 	EXP 	grating: autoDraw = False
128.5281 	EXP 	grating: ori = 0.0
128.5281 	EXP 	fixation: autoDraw = True
129.5283 	EXP 	fixation: autoDraw = False
129.5283 	EXP 	grating: autoDraw = True
129.8279 	EXP 	grating: autoDraw = False
129.9342 	EXP 	New trial (rep=65, index=0): None
129.9361 	DATA 	Keypress: down
129.9447 	EXP 	fixation: autoDraw = False
129.9447 	EXP 	grating: autoDraw = False
129.9447 	EXP 	grating: ori = 0.0
129.9447 	EXP 	fixation: autoDraw = True
130.9445 	EXP 	fixation: autoDraw = False
130.9445 	EXP 	grating: autoDraw = True
131.2443 	EXP 	grating: autoDraw = False
131.4861 	EXP 	New trial (rep=66, index=0): None
131.4889 	DATA 	Keypress: up
131.4941 	EXP 	fixation: autoDraw = False
131.4941 	EXP 	grating: autoDraw = False
131.4941 	EXP 	grating: ori = 0.0
131.4941 	EXP 	fixation: autoDraw = True
132.4943 	EXP 	fixation: autoDraw = False
132.4943 	EXP 	grating: autoDraw = True
132.7939 	EXP 	grating: autoDraw = False
132.8187 	EXP 	New trial (rep=67, index=0): None
132.8215 	DATA 	Keypress: up
132.8272 	EXP 	fixation: autoDraw = False
132.8272 	EXP 	grating: autoDraw = False
132.8272 	EXP 	grating: ori = 0.0
132.8272 	EXP 	fixation: autoDraw = True
133.8269 	EXP 	fixation: autoDraw = False
133.8269 	EXP 	grating: autoDraw = True
134.1268 	EXP 	grating: autoDraw = False
134.2483 	EXP 	New trial (rep=68, index=0): None
134.2500 	DATA 	Keypress: up
134.2602 	EXP 	fixation: autoDraw = False
134.2602 	EXP 	grating: autoDraw = False
134.2602 	EXP 	grating: ori = 0.0
134.2602 	EXP 	fixation: autoDraw = True
135.2600 	EXP 	fixation: autoDraw = False
135.2600 	EXP 	grating: autoDraw = True
135.5599 	EXP 	grating: autoDraw = False
135.9338 	EXP 	New trial (rep=69, index=0): None
135.9377 	DATA 	Keypress: up
135.9432 	EXP 	fixation: autoDraw = False
135.9432 	EXP 	grating: autoDraw = False
135.9432 	EXP 	grating: ori = -2.0
135.9432 	EXP 	fixation: autoDraw = True
136.9429 	EXP 	fixation: autoDraw = False
136.9429 	EXP 	grating: autoDraw = True
137.2430 	EXP 	grating: autoDraw = False
137.5841 	EXP 	New trial (rep=70, index=0): None
137.5863 	DATA 	Keypress: down
137.5927 	EXP 	fixation: autoDraw = False
137.5927 	EXP 	grating: autoDraw = False
137.5927 	EXP 	grating: ori = -5.0
137.5927 	EXP 	fixation: autoDraw = True
138.5926 	EXP 	fixation: autoDraw = False
138.5926 	EXP 	grating: autoDraw = True
138.8924 	EXP 	grating: autoDraw = False
139.0998 	EXP 	New trial (rep=71, index=0): None
139.1040 	DATA 	Keypress: down
139.1090 	EXP 	fixation: autoDraw = False
139.1090 	EXP 	grating: autoDraw = False
139.1090 	EXP 	grating: ori = 0.0
139.1090 	EXP 	fixation: autoDraw = True
140.1089 	EXP 	fixation: autoDraw = False
140.1089 	EXP 	grating: autoDraw = True
140.4086 	EXP 	grating: autoDraw = False
140.5468 	EXP 	New trial (rep=72, index=0): None
140.5486 	DATA 	Keypress: down
140.5586 	EXP 	fixation: autoDraw = False
140.5586 	EXP 	grating: autoDraw = False
140.5586 	EXP 	grating: ori = -5.0
140.5586 	EXP 	fixation: autoDraw = True
141.5588 	EXP 	fixation: autoDraw = False
141.5588 	EXP 	grating: autoDraw = True
141.8583 	EXP 	grating: autoDraw = False
141.9819 	EXP 	New trial (rep=73, index=0): None
141.9841 	DATA 	Keypress: down
141.9916 	EXP 	fixation: autoDraw = False
141.9916 	EXP 	grating: autoDraw = False
141.9916 	EXP 	grating: ori = 0.0
141.9916 	EXP 	fixation: autoDraw = True
142.9918 	EXP 	fixation: autoDraw = False
142.9918 	EXP 	grating: autoDraw = True
143.2915 	EXP 	grating: autoDraw = False
143.4003 	EXP 	New trial (rep=74, index=0): None
143.4043 	DATA 	Keypress: up
143.4082 	EXP 	fixation: autoDraw = False
143.4082 	EXP 	grating: autoDraw = False
143.4082 	EXP 	grating: ori = 0.0
143.4082 	EXP 	fixation: autoDraw = True
144.4081 	EXP 	fixation: autoDraw = False
144.4081 	EXP 	grating: autoDraw = True
144.7079 	EXP 	grating: autoDraw = False
144.7802 	EXP 	New trial (rep=75, index=0): None
144.7826 	DATA 	Keypress: up
144.7909 	EXP 	fixation: autoDraw = False
144.7909 	EXP 	grating: autoDraw = False
144.7909 	EXP 	grating: ori = 1.0
144.7909 	EXP 	fixation: autoDraw = True
145.7911 	EXP 	fixation: autoDraw = False
145.7911 	EXP 	grating: autoDraw = True
146.0908 	EXP 	grating: autoDraw = False
146.4639 	EXP 	New trial (rep=76, index=0): None
146.4663 	DATA 	Keypress: up
146.4738 	EXP 	fixation: autoDraw = False
146.4738 	EXP 	grating: autoDraw = False
146.4738 	EXP 	grating: ori = 0.0
146.4738 	EXP 	fixation: autoDraw = True
147.4739 	EXP 	fixation: autoDraw = False
147.4739 	EXP 	grating: autoDraw = True
147.7269 	DATA 	Keypress: up
147.7460 	EXP 	New trial (rep=77, index=0): None
147.7569 	EXP 	fixation: autoDraw = False
147.7569 	EXP 	grating: autoDraw = False
147.7569 	EXP 	grating: ori = 0.0
147.7569 	EXP 	fixation: autoDraw = True
148.7569 	EXP 	fixation: autoDraw = False
148.7569 	EXP 	grating: autoDraw = True
149.0568 	EXP 	grating: autoDraw = False
149.0663 	EXP 	New trial (rep=78, index=0): None
149.0695 	DATA 	Keypress: up
149.0737 	EXP 	fixation: autoDraw = False
149.0737 	EXP 	grating: autoDraw = False
149.0737 	EXP 	grating: ori = 0.0
149.0737 	EXP 	fixation: autoDraw = True
150.0732 	EXP 	fixation: autoDraw = False
150.0732 	EXP 	grating: autoDraw = True
150.2463 	EXP 	New trial (rep=79, index=0): None
150.2489 	DATA 	Keypress: up
150.2563 	EXP 	fixation: autoDraw = False
150.2563 	EXP 	grating: autoDraw = False
150.2563 	EXP 	grating: ori = -5.0
150.2563 	EXP 	fixation: autoDraw = True
151.2562 	EXP 	fixation: autoDraw = False
151.2562 	EXP 	grating: autoDraw = True
151.5559 	EXP 	grating: autoDraw = False
151.6805 	EXP 	New trial (rep=80, index=0): None
151.6839 	DATA 	Keypress: up
151.6894 	EXP 	fixation: autoDraw = False
151.6894 	EXP 	grating: autoDraw = False
151.6894 	EXP 	grating: ori = 0.0
151.6894 	EXP 	fixation: autoDraw = True
152.6892 	EXP 	fixation: autoDraw = False
152.6892 	EXP 	grating: autoDraw = True
152.9890 	EXP 	grating: autoDraw = False
153.0124 	EXP 	New trial (rep=81, index=0): None
153.0146 	DATA 	Keypress: down
153.0229 	EXP 	fixation: autoDraw = False
153.0229 	EXP 	grating: autoDraw = False
153.0229 	EXP 	grating: ori = -5.0
153.0229 	EXP 	fixation: autoDraw = True
154.0223 	EXP 	fixation: autoDraw = False
154.0223 	EXP 	grating: autoDraw = True
154.3221 	EXP 	grating: autoDraw = False
154.4474 	EXP 	New trial (rep=82, index=0): None
154.4503 	DATA 	Keypress: up
154.4554 	EXP 	fixation: autoDraw = False
154.4554 	EXP 	grating: autoDraw = False
154.4554 	EXP 	grating: ori = 0.0
154.4554 	EXP 	fixation: autoDraw = True
155.4554 	EXP 	fixation: autoDraw = False
155.4554 	EXP 	grating: autoDraw = True
155.7549 	EXP 	grating: autoDraw = False
155.9439 	EXP 	New trial (rep=83, index=0): None
155.9461 	DATA 	Keypress: up
155.9549 	EXP 	fixation: autoDraw = False
155.9549 	EXP 	grating: autoDraw = False
155.9549 	EXP 	grating: ori = 0.0
155.9549 	EXP 	fixation: autoDraw = True
156.9554 	EXP 	fixation: autoDraw = False
156.9554 	EXP 	grating: autoDraw = True
157.2549 	EXP 	grating: autoDraw = False
157.4943 	EXP 	New trial (rep=84, index=0): None
157.4967 	DATA 	Keypress: up
157.5046 	EXP 	fixation: autoDraw = False
157.5046 	EXP 	grating: autoDraw = False
157.5046 	EXP 	grating: ori = 4.0
157.5046 	EXP 	fixation: autoDraw = True
158.5045 	EXP 	fixation: autoDraw = False
158.5045 	EXP 	grating: autoDraw = True
158.8042 	EXP 	grating: autoDraw = False
158.9773 	EXP 	New trial (rep=85, index=0): None
158.9797 	DATA 	Keypress: up
158.9877 	EXP 	fixation: autoDraw = False
158.9877 	EXP 	grating: autoDraw = False
158.9877 	EXP 	grating: ori = 3.0
158.9877 	EXP 	fixation: autoDraw = True
159.9876 	EXP 	fixation: autoDraw = False
159.9876 	EXP 	grating: autoDraw = True
160.2874 	EXP 	grating: autoDraw = False
162.4934 	EXP 	New trial (rep=86, index=0): None
162.4959 	DATA 	Keypress: up
162.5036 	EXP 	fixation: autoDraw = False
162.5036 	EXP 	grating: autoDraw = False
162.5036 	EXP 	grating: ori = 0.0
162.5036 	EXP 	fixation: autoDraw = True
163.5033 	EXP 	fixation: autoDraw = False
163.5033 	EXP 	grating: autoDraw = True
163.8031 	EXP 	grating: autoDraw = False
163.9967 	EXP 	New trial (rep=87, index=0): None
164.0005 	DATA 	Keypress: down
164.0035 	EXP 	fixation: autoDraw = False
164.0035 	EXP 	grating: autoDraw = False
164.0035 	EXP 	grating: ori = 0.0
164.0035 	EXP 	fixation: autoDraw = True
165.0030 	EXP 	fixation: autoDraw = False
165.0030 	EXP 	grating: autoDraw = True
165.3028 	EXP 	grating: autoDraw = False
165.3764 	EXP 	New trial (rep=88, index=0): None
165.3786 	DATA 	Keypress: up
165.3862 	EXP 	fixation: autoDraw = False
165.3862 	EXP 	grating: autoDraw = False
165.3862 	EXP 	grating: ori = 0.0
165.3862 	EXP 	fixation: autoDraw = True
166.3862 	EXP 	fixation: autoDraw = False
166.3862 	EXP 	grating: autoDraw = True
166.6860 	EXP 	grating: autoDraw = False
166.7245 	EXP 	New trial (rep=89, index=0): None
166.7269 	DATA 	Keypress: up
166.7357 	EXP 	fixation: autoDraw = False
166.7357 	EXP 	grating: autoDraw = False
166.7357 	EXP 	grating: ori = -5.0
166.7357 	EXP 	fixation: autoDraw = True
167.7355 	EXP 	fixation: autoDraw = False
167.7355 	EXP 	grating: autoDraw = True
168.0353 	EXP 	grating: autoDraw = False
168.0567 	EXP 	New trial (rep=90, index=0): None
168.0581 	DATA 	Keypress: up
168.0686 	EXP 	fixation: autoDraw = False
168.0686 	EXP 	grating: autoDraw = False
168.0686 	EXP 	grating: ori = -5.0
168.0686 	EXP 	fixation: autoDraw = True
169.0689 	EXP 	fixation: autoDraw = False
169.0689 	EXP 	grating: autoDraw = True
169.3687 	EXP 	grating: autoDraw = False
169.5226 	EXP 	New trial (rep=91, index=0): None
169.5241 	DATA 	Keypress: down
169.5352 	EXP 	fixation: autoDraw = False
169.5352 	EXP 	grating: autoDraw = False
169.5352 	EXP 	grating: ori = -1.0
169.5352 	EXP 	fixation: autoDraw = True
170.5349 	EXP 	fixation: autoDraw = False
170.5349 	EXP 	grating: autoDraw = True
170.8237 	EXP 	New trial (rep=92, index=0): None
170.8253 	DATA 	Keypress: up
170.8350 	EXP 	grating: autoDraw = False
170.8350 	EXP 	fixation: autoDraw = False
170.8350 	EXP 	grating: autoDraw = False
170.8350 	EXP 	grating: ori = -5.0
170.8350 	EXP 	fixation: autoDraw = True
171.8350 	EXP 	fixation: autoDraw = False
171.8350 	EXP 	grating: autoDraw = True
172.1344 	EXP 	grating: autoDraw = False
172.2717 	EXP 	New trial (rep=93, index=0): None
172.2732 	DATA 	Keypress: up
172.2842 	EXP 	fixation: autoDraw = False
172.2842 	EXP 	grating: autoDraw = False
172.2842 	EXP 	grating: ori = -1.0
172.2842 	EXP 	fixation: autoDraw = True
173.2844 	EXP 	fixation: autoDraw = False
173.2844 	EXP 	grating: autoDraw = True
173.5840 	EXP 	grating: autoDraw = False
173.6901 	EXP 	New trial (rep=94, index=0): None
173.6923 	DATA 	Keypress: up
173.7009 	EXP 	fixation: autoDraw = False
173.7009 	EXP 	grating: autoDraw = False
173.7009 	EXP 	grating: ori = 4.0
173.7009 	EXP 	fixation: autoDraw = True
174.7006 	EXP 	fixation: autoDraw = False
174.7006 	EXP 	grating: autoDraw = True
175.0005 	EXP 	grating: autoDraw = False
175.1576 	EXP 	New trial (rep=95, index=0): None
175.1603 	DATA 	Keypress: up
175.1670 	EXP 	fixation: autoDraw = False
175.1670 	EXP 	grating: autoDraw = False
175.1670 	EXP 	grating: ori = 3.0
175.1670 	EXP 	fixation: autoDraw = True
176.1670 	EXP 	fixation: autoDraw = False
176.1670 	EXP 	grating: autoDraw = True
176.4668 	EXP 	grating: autoDraw = False
176.6383 	EXP 	New trial (rep=96, index=0): None
176.6402 	DATA 	Keypress: up
176.6500 	EXP 	fixation: autoDraw = False
176.6500 	EXP 	grating: autoDraw = False
176.6500 	EXP 	grating: ori = -2.0
176.6500 	EXP 	fixation: autoDraw = True
177.6502 	EXP 	fixation: autoDraw = False
177.6502 	EXP 	grating: autoDraw = True
177.9498 	EXP 	grating: autoDraw = False
178.1059 	EXP 	New trial (rep=97, index=0): None
178.1078 	DATA 	Keypress: down
178.1165 	EXP 	fixation: autoDraw = False
178.1165 	EXP 	grating: autoDraw = False
178.1165 	EXP 	grating: ori = 2.0
178.1165 	EXP 	fixation: autoDraw = True
179.1164 	EXP 	fixation: autoDraw = False
179.1164 	EXP 	grating: autoDraw = True
179.4160 	EXP 	grating: autoDraw = False
179.4553 	EXP 	New trial (rep=98, index=0): None
179.4576 	DATA 	Keypress: down
179.4661 	EXP 	fixation: autoDraw = False
179.4661 	EXP 	grating: autoDraw = False
179.4661 	EXP 	grating: ori = 0.0
179.4661 	EXP 	fixation: autoDraw = True
180.4662 	EXP 	fixation: autoDraw = False
180.4662 	EXP 	grating: autoDraw = True
180.7656 	EXP 	grating: autoDraw = False
181.1562 	EXP 	New trial (rep=99, index=0): None
181.1585 	DATA 	Keypress: up
181.1658 	EXP 	fixation: autoDraw = False
181.1658 	EXP 	grating: autoDraw = False
181.1658 	EXP 	grating: ori = -1.0
181.1658 	EXP 	fixation: autoDraw = True
182.1658 	EXP 	fixation: autoDraw = False
182.1658 	EXP 	grating: autoDraw = True
182.4655 	EXP 	grating: autoDraw = False
182.6872 	DATA 	Keypress: up
182.6988 	EXP 	fixation: autoDraw = False
182.6988 	EXP 	grating: autoDraw = False
184.4801 	EXP 	window1: mouseVisible = True
